Sensor,X,Y,Z
0,187.59375,61.921875,4.984375
4,68.17021,,
1,-33.915695,18.418444,
3,0,,
2,0.306,-9.845,-5.286
0,194,53.953125,10.8125
4,66.50217,,
1,-33.915695,18.418444,
3,0,,
2,2.26,-10.419,-7.508
0,186.95313,63.296875,4.890625
4,64.88911,,
1,-33.915695,18.418444,
3,0,,
2,1.723,-8.351,-4.711
0,194.64063,56.078125,11.609375
4,63.914772,,
1,-33.915695,18.418444,
3,0,,
2,2.221,-8.696,-4.405
0,196.3125,60.8125,13.515625
4,68.029,,
1,-33.915695,18.418444,
3,0,,
2,3.294,-8.696,-4.52
0,189.73438,64.40625,7.484375
4,66.01403,,
1,-33.915695,18.418444,
3,0,,
2,0.459,-9.615,-4.099
0,185.98438,67,3.921875
4,62.008595,,
1,-33.915695,18.418444,
3,0,,
2,0.689,-9.308,-3.83
0,183.92188,66.734375,2.375
4,64.14575,,
1,-33.915695,18.418444,
3,0,,
2,-0.038,-8.849,-4.022
0,184.71875,65.234375,3.0625
4,61.336517,,
1,-33.915695,18.418444,
3,0,,
2,0.421,-9.117,-4.06
0,187.76563,66.75,5.421875
4,67.301956,,
1,-33.915695,18.418444,
3,0,,
2,3.141,-8.198,-4.788
0,193.64063,61.890625,10.71875
4,63.92384,,
1,-33.915695,18.418444,
3,0,,
2,1.915,-9.117,-3.984
0,192.70313,67.4375,10.390625
4,68.578094,,
1,-33.915695,18.418444,
3,0,,
2,1.57,-9.615,-3.83
0,189.45313,65.40625,6.65625
4,67.83347,,
1,-33.915695,18.418444,
3,0,,
2,1.302,-9.194,-4.673
0,190.35938,65.59375,7.359375
4,63.334293,,
1,-33.915695,18.418444,
3,0,,
2,1.685,-9.04,-2.566
0,186.0625,66.03125,2.40625
4,67.60928,,
1,-33.915695,18.418444,
3,0,,
2,3.064,-9.5,-2.336
0,193.29688,71.234375,10.546875
4,64.79208,,
1,-33.915695,18.418444,
3,0,,
2,0.498,-10.036,-3.715
0,191.07813,58.75,7.640625
4,65.94412,,
1,-33.915695,18.418444,
3,0,,
2,-0.612,-9.653,-6.627
0,182.95313,66.03125,-0.625
4,63.78473,,
1,-33.915695,18.418444,
3,0,,
2,0.344,-10.611,-4.213
0,187.85938,63.5625,4.375
4,62.294186,,
1,-33.915695,18.418444,
3,0,,
2,1.225,-9.194,-2.26
0,191.90625,69.015625,8
4,68.722435,,
1,-33.915695,18.418444,
3,0,,
2,1.379,-7.891,-5.363
0,186.125,67.203125,2.765625
4,67.967964,,
1,-33.915695,18.418444,
3,0,,
2,1.149,-9.653,-4.137
0,185.23438,63.75,2.59375
4,65.634476,,
1,-33.915695,18.418444,
3,0,,
2,1.187,-8.198,-1.723
0,189.14063,64.546875,7.390625
4,69.26041,,
1,-33.915695,18.418444,
3,0,,
2,1.532,-7.125,-6.589
0,181.46875,65.953125,-0.3125
4,66.49037,,
1,-33.915695,18.418444,
3,0,,
2,-0.651,-10.305,-4.443
0,182.8125,62.140625,-0.34375
4,68.4056,,
1,-33.915695,18.418444,
3,0,,
2,1.187,-9.002,-2.566
0,185.89063,69.0625,2.734375
4,64.1471,,
1,-33.915695,18.418444,
3,0,,
2,1.8,-9.155,-3.332
0,188.04688,72.734375,5.890625
4,63.711,,
1,-33.915695,18.418444,
3,0,,
2,0.383,-9.27,-3.294
0,187.5,68.953125,4.984375
4,70.3363,,
1,-33.915695,18.418444,
3,0,,
2,3.371,-9.117,-4.597
0,197.40625,70.34375,14.1875
4,68.280075,,
1,-33.915695,18.418444,
3,0,,
2,0.957,-9.423,-3.102
0,193.46875,77.734375,11
4,63.95948,,
1,-33.915695,18.418444,
3,0,,
2,1.532,-9.845,-1.379
0,203.0625,66.453125,19.234375
4,63.33836,,
1,-33.915695,18.418444,
3,0,,
2,3.869,-8.964,-1.877
0,207.375,62.8125,23.203125
4,65.648415,,
1,-33.915695,18.418444,
3,0,,
2,3.141,-9.04,-2.719
0,196.67188,68.84375,13.0625
4,72.17569,,
1,-33.915695,18.418444,
3,0,,
2,2.719,-9.27,-2.183
0,194.10938,76.21875,11.21875
4,63.250957,,
1,-33.915695,18.418444,
3,0,,
2,1.072,-9.04,-2.911
0,197.96875,70.421875,15.4375
4,65.13949,,
1,-33.915695,18.418444,
3,0,,
2,3.064,-9.194,-1.877
0,194.09375,69.515625,12
4,65.52209,,
1,-33.915695,18.418444,
3,0,,
2,1.762,-9.5,-2.681
0,188.67188,73.703125,6.65625
4,62.287018,,
1,-33.915695,18.418444,
3,0,,
2,1.149,-9.308,-2.681
0,195.79688,70.25,13.890625
4,69.026115,,
1,-33.915695,18.418444,
3,0,,
2,2.03,-9.04,-3.83
0,188.35938,70.34375,5.46875
4,62.76674,,
1,-33.915695,18.418444,
3,0,,
2,1.149,-10.036,-2.988
0,201.60938,60.234375,17.890625
4,62.341988,,
1,-33.915695,18.418444,
3,0,,
2,3.064,-8.619,-4.328
0,197.01563,61.015625,13.421875
4,64.283195,,
1,-33.915695,18.418444,
3,0,,
2,2.336,-9.117,-4.022
0,192.67188,67.171875,9.125
4,68.662315,,
1,-33.915695,18.418444,
3,0,,
2,3.754,-9.194,-3.409
0,190.15625,77.03125,6.09375
4,64.87294,,
1,-33.915695,18.418444,
3,0,,
2,1.455,-9.921,-1.379
0,200.53125,65.5625,16.109375
4,69.61447,,
1,-33.915695,18.418444,
3,0,,
2,2.26,-8.312,-3.332
0,196.79688,70.625,13.015625
4,65.32041,,
1,-33.915695,18.418444,
3,0,,
2,2.336,-8.657,-2.49
0,199.4375,68.75,15.328125
4,65.2608,,
1,-33.915695,18.418444,
3,0,,
2,2.49,-9.27,-2.336
0,197.10938,68.875,13.1875
4,63.907913,,
1,-33.915695,18.418444,
3,0,,
2,2.145,-9.5,-2.949
4,63.465916,,
0,199.95313,68.4375,16.484375
1,-33.915695,18.418444,
3,0,,
2,2.719,-9.04,-2.834
0,199.125,65.6875,15.078125
4,68.189064,,
1,-33.915695,18.418444,
3,0,,
2,2.566,-9.194,-3.026
0,198.92188,66.765625,15.015625
4,66.45878,,
1,-33.915695,18.418444,
3,0,,
2,2.528,-9.155,-2.988
0,197.65625,67.234375,13.625
4,65.16769,,
1,-33.915695,18.418444,
3,0,,
2,2.106,-9.232,-2.643
0,195.15625,74.09375,11.09375
4,63.3413,,
1,-33.915695,18.418444,
3,0,,
2,2.375,-9.002,-2.911
0,196.03125,72.515625,12.59375
4,63.3277,,
1,-33.915695,18.418444,
3,0,,
2,1.8,-10.113,-2.068
0,194.23438,70.15625,10.328125
4,64.86883,,
1,-33.915695,18.418444,
3,0,,
2,1.838,-9.27,-3.217
0,194.92188,70.0625,11.265625
4,62.991158,,
1,-33.915695,18.418444,
3,0,,
2,2.183,-9.462,-2.49
0,195.42188,70.171875,11.671875
4,64.79425,,
1,-33.915695,18.418444,
3,0,,
2,1.57,-9.5,-2.566
0,196.9375,60.90625,13.109375
4,67.231865,,
1,-33.915695,18.418444,
3,0,,
2,1.494,-8.198,-2.49
0,195.39063,69.125,12.21875
4,63.60363,,
1,-33.915695,18.418444,
3,0,,
2,2.375,-9.117,-2.796
0,193.125,71.625,9.90625
4,68.575134,,
1,-33.915695,18.418444,
3,0,,
2,1.149,-9.5,-3.754
0,188.90625,76.453125,5.09375
4,64.43219,,
1,-33.915695,18.418444,
3,0,,
2,0.498,-9.692,-2.911
0,190.23438,66.65625,6.203125
4,64.546684,,
1,-33.915695,18.418444,
3,0,,
2,1.57,-9.308,-3.792
0,191.10938,70.84375,7.171875
4,64.962906,,
1,-33.915695,18.418444,
3,0,,
2,1.072,-9.5,-3.026
0,190.5,72.5625,6.546875
4,66.182594,,
1,-33.915695,18.418444,
3,0,,
2,1.072,-9.577,-2.834
0,189.8125,70.484375,6.140625
4,62.038532,,
1,-33.915695,18.418444,
3,0,,
2,1.149,-9.462,-3.064
0,190.75,68.21875,6.640625
4,66.00827,,
1,-33.915695,18.418444,
3,0,,
2,0.498,-9.194,-3.409
0,191.82813,72.90625,8.0625
4,63.98449,,
1,-33.915695,18.418444,
3,0,,
2,1.8,-9.768,-2.221
0,193.45313,74.8125,9.328125
4,67.02115,,
1,-33.915695,18.418444,
3,0,,
2,2.03,-9.653,-1.915
0,199.85938,68.1875,15.25
4,64.94241,,
1,-33.915695,18.418444,
3,0,,
2,2.221,-9.423,-2.375
0,204.79688,67.109375,19.75
4,62.876095,,
1,-33.915695,18.418444,
3,0,,
2,3.601,-9.194,-1.953
0,203.92188,67.234375,19.046875
4,64.3967,,
1,-33.915695,18.418444,
3,0,,
2,3.639,-9.385,-1.723
0,207.60938,63.015625,23.0625
4,65.00915,,
1,-33.915695,18.418444,
3,0,,
2,3.715,-9.117,-2.068
0,198.07813,67.625,13.125
4,65.07001,,
1,-33.915695,18.418444,
3,0,,
2,2.221,-9.04,-3.141
0,191.76563,74.84375,7.640625
4,71.28941,,
1,-33.915695,18.418444,
3,0,,
2,4.022,-9.27,-2.988
0,188.07813,67.859375,5.390625
4,69.67083,,
1,-33.915695,18.418444,
3,0,,
2,0.651,-9.385,-2.451
0,188.15625,75.21875,5.265625
4,66.73653,,
1,-33.915695,18.418444,
3,0,,
2,1.494,-9.308,-1.685
0,194.09375,68,10.59375
4,68.98613,,
1,-33.915695,18.418444,
3,0,,
2,2.336,-9.615,-2.451
0,197.76563,66.78125,14.125
4,67.04737,,
1,-33.915695,18.418444,
3,0,,
2,2.911,-9.079,-2.911
0,208.70313,58.546875,23.578125
4,65.812675,,
1,-33.915695,18.418444,
3,0,,
2,4.252,-8.696,-3.294
0,210.59375,58.4375,25.546875
4,66.510994,,
1,-33.915695,18.418444,
3,0,,
2,4.328,-8.696,-3.026
0,205.64063,61.484375,21.28125
4,67.99046,,
1,-33.915695,18.418444,
3,0,,
2,3.409,-9.04,-3.371
0,200.20313,64,16.328125
4,64.40948,,
1,-33.915695,18.418444,
3,0,,
2,2.911,-9.079,-3.447
0,199.35938,64.984375,15.34375
4,65.611916,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.04,-2.834
0,196.84375,66.984375,13.78125
4,64.98922,,
1,-33.915695,18.418444,
3,0,,
2,3.064,-9.308,-2.528
0,192.03125,69.40625,9.171875
4,66.186676,,
1,-33.915695,18.418444,
3,0,,
2,1.915,-9.155,-3.715
0,193.875,67.265625,11.171875
4,71.17681,,
1,-33.915695,18.418444,
3,0,,
2,1.953,-9.308,-3.294
0,191.92188,67.5625,9.46875
4,71.98459,,
1,-33.915695,18.418444,
3,0,,
2,1.647,-9.155,-3.601
0,192.5,66.5625,10.09375
4,67.585655,,
1,-33.915695,18.418444,
3,0,,
2,1.838,-9.232,-3.639
4,68.73924,,
0,193.70313,64.984375,11.328125
1,-33.915695,18.418444,
3,0,,
2,1.953,-9.04,-4.328
0,188.03125,69.234375,5.953125
4,67.916466,,
1,-33.915695,18.418444,
3,0,,
2,0.498,-9.5,-3.371
0,188.92188,69.390625,6.65625
4,67.14186,,
1,-33.915695,18.418444,
3,0,,
2,1.647,-9.27,-3.524
0,193.20313,65.203125,10.3125
4,68.42677,,
1,-33.915695,18.418444,
3,0,,
2,1.877,-9.883,-3.639
0,193.89063,74.625,10.484375
4,69.24678,,
1,-33.915695,18.418444,
3,0,,
2,-2.183,-9.653,-3.217
0,195.04688,74.40625,11.3125
4,65.24002,,
1,-33.915695,18.418444,
3,0,,
2,1.992,-9.577,-1.915
0,191.89063,67.765625,7.9375
4,62.824062,,
1,-33.915695,18.418444,
3,0,,
2,1.417,-9.577,-2.873
0,190.57813,74.28125,6.984375
4,61.650658,,
1,-33.915695,18.418444,
3,0,,
2,1.072,-9.653,-2.49
0,189.8125,73.453125,6.203125
4,63.338394,,
1,-33.915695,18.418444,
3,0,,
2,1.072,-9.577,-2.643
0,190.25,73.359375,6.640625
4,64.45681,,
1,-33.915695,18.418444,
3,0,,
2,1.264,-9.615,-2.643
0,190.70313,72.75,7.125
4,61.34803,,
1,-33.915695,18.418444,
3,0,,
2,1.225,-9.577,-2.681
0,191.42188,72.640625,7.90625
4,64.48243,,
1,-33.915695,18.418444,
3,0,,
2,1.34,-9.577,-2.681
0,190.51563,72.265625,6.921875
4,67.503204,,
1,-33.915695,18.418444,
3,0,,
2,1.417,-9.538,-2.796
0,190.95313,72.265625,7.46875
4,63.56718,,
1,-33.915695,18.418444,
3,0,,
2,1.225,-9.538,-2.719
0,191.07813,72.09375,7.453125
4,64.451935,,
1,-33.915695,18.418444,
3,0,,
2,1.34,-9.538,-2.796
0,190.70313,72.234375,7.40625
4,63.68754,,
1,-33.915695,18.418444,
3,0,,
2,1.264,-9.538,-2.796
0,192.35938,71.65625,8.828125
4,71.29679,,
1,-33.915695,18.418444,
3,0,,
2,1.57,-9.538,-2.834
0,193.21875,69.546875,10.15625
4,65.29081,,
1,-33.915695,18.418444,
3,0,,
2,1.838,-9.347,-3.179
0,193.42188,69.421875,10.234375
4,68.92023,,
1,-33.915695,18.418444,
3,0,,
2,1.608,-9.5,-3.447
0,199.04688,65.296875,15.5
4,68.79655,,
1,-33.915695,18.418444,
3,0,,
2,2.949,-9.232,-3.179
0,199.5,65.453125,16.3125
4,67.04274,,
1,-33.915695,18.418444,
3,0,,
2,2.834,-9.194,-3.141
0,199.64063,64.796875,16.1875
4,64.18845,,
1,-33.915695,18.418444,
3,0,,
2,2.719,-9.155,-3.332
0,197.75,66.265625,14.6875
4,66.58957,,
1,-33.915695,18.418444,
3,0,,
2,2.221,-9.27,-3.332
0,193.92188,68.203125,10.59375
4,65.34973,,
1,-33.915695,18.418444,
3,0,,
2,1.8,-9.385,-3.332
0,195.54688,66.8125,12.140625
4,67.25978,,
1,-33.915695,18.418444,
3,0,,
2,2.145,-9.347,-3.371
0,193.17188,67.609375,9.796875
4,69.68467,,
1,-33.915695,18.418444,
3,0,,
2,1.838,-9.232,-3.601
0,192,69.078125,8.390625
4,68.49203,,
1,-33.915695,18.418444,
3,0,,
2,1.187,-9.692,-3.256
0,191.82813,73.453125,8.25
4,65.43117,,
1,-33.915695,18.418444,
3,0,,
2,1.417,-9.5,-2.451
0,191.89063,71.796875,8.234375
4,66.05374,,
1,-33.915695,18.418444,
3,0,,
2,1.379,-9.653,-2.336
0,188.75,68.953125,5.484375
4,73.090775,,
1,-33.915695,18.418444,
3,0,,
2,0.727,-9.385,-3.601
0,195.84375,70.6875,11.921875
4,68.637245,,
1,-33.915695,18.418444,
3,0,,
2,4.099,-9.27,-3.447
0,194.23438,70.515625,10.3125
4,66.676636,,
1,-33.915695,18.418444,
3,0,,
2,0.689,-9.462,-2.988
0,194.04688,70.890625,10.4375
4,67.57213,,
1,-33.915695,18.418444,
3,0,,
2,2.03,-9.347,-2.758
0,192.29688,68.8125,8.8125
4,67.103615,,
1,-33.915695,18.418444,
3,0,,
2,0.996,-8.772,-2.604
0,189.5625,76.296875,6.265625
4,66.09685,,
1,-33.915695,18.418444,
3,0,,
2,0.651,-9.653,-2.336
0,192.96875,71.890625,9.609375
4,71.06114,,
1,-33.915695,18.418444,
3,0,,
2,1.494,-9.538,-2.375
0,190.54688,75.71875,7.265625
4,63.941784,,
1,-33.915695,18.418444,
3,0,,
2,1.187,-9.73,-2.03
0,191.32813,74.125,8.25
4,66.70529,,
1,-33.915695,18.418444,
3,0,,
2,1.494,-9.462,-2.566
0,190.20313,72.84375,6.609375
4,65.36759,,
1,-33.915695,18.418444,
3,0,,
2,0.919,-9.577,-2.758
0,190.92188,72.71875,6.859375
4,72.89065,,
1,-33.915695,18.418444,
3,0,,
2,1.11,-9.577,-2.681
0,189.14063,73.296875,5.484375
4,67.25611,,
1,-33.915695,18.418444,
3,0,,
2,1.149,-9.577,-2.604
0,190.375,74.375,7.109375
4,64.663864,,
1,-33.915695,18.418444,
3,0,,
2,1.264,-9.577,-2.758
0,188.07813,70.859375,4.4375
4,64.9956,,
1,-33.915695,18.418444,
3,0,,
2,0.919,-9.462,-3.486
0,189.25,71.015625,5.75
4,64.65548,,
1,-33.915695,18.418444,
3,0,,
2,0.612,-9.462,-3.294
0,191.76563,72.5,8.234375
4,66.97798,,
1,-33.915695,18.418444,
3,0,,
2,2.719,-9.921,-1.838
0,186.9375,68.078125,2.578125
4,66.64697,,
1,-33.915695,18.418444,
3,0,,
2,0.612,-9.423,-3.256
0,192.40625,70.171875,8.359375
4,70.472534,,
1,-33.915695,18.418444,
3,0,,
2,1.608,-9.5,-3.026
0,187.73438,71.578125,3.765625
4,70.9856,,
1,-33.915695,18.418444,
3,0,,
2,0.612,-9.5,-2.988
0,190.8125,71.515625,6.953125
4,68.776985,,
1,-33.915695,18.418444,
3,0,,
2,1.11,-9.5,-2.911
0,190.5,71.5625,6.40625
4,69.16263,,
1,-33.915695,18.418444,
3,0,,
2,1.225,-9.5,-2.988
0,190.70313,71.640625,6.640625
4,68.232445,,
1,-33.915695,18.418444,
3,0,,
2,1.149,-9.5,-2.949
0,190.75,71.578125,6.515625
4,70.57929,,
1,-33.915695,18.418444,
3,0,,
2,1.149,-9.538,-2.911
0,190.54688,71.6875,6.6875
4,65.30542,,
1,-33.915695,18.418444,
3,0,,
2,1.149,-9.538,-2.949
0,190.82813,71.453125,7.0625
4,64.31991,,
1,-33.915695,18.418444,
3,0,,
2,1.264,-9.5,-2.949
4,64.32226,,
0,190.73438,71.25,6.890625
1,-33.915695,18.418444,
3,0,,
2,1.187,-9.5,-2.988
0,189.79688,71.5,6.03125
4,67.61136,,
1,-33.915695,18.418444,
3,0,,
2,1.225,-9.462,-3.064
0,190.625,71.515625,6.75
4,65.6446,,
2,0.842,-9.73,-3.409
3,0,,
1,-33.915695,18.418444,
0,189.89063,72.53125,5.90625
4,67.851,,
1,-33.915695,18.418444,
3,0,,
2,0.996,-9.5,-2.873
0,189.5,75.375,5.4375
4,67.46604,,
1,-33.915695,18.418444,
3,0,,
2,0.689,-9.73,-2.451
0,188.98438,76.453125,4.9375
4,67.0154,,
1,-33.915695,18.418444,
3,0,,
2,0.996,-9.73,-2.221
0,188.95313,76.1875,5.109375
4,64.08859,,
1,-33.915695,18.418444,
3,0,,
2,1.034,-9.692,-2.183
0,189.10938,76.671875,5.484375
4,68.48303,,
1,-33.915695,18.418444,
3,0,,
2,0.957,-9.73,-2.145
0,189.54688,72.546875,5.796875
4,63.843422,,
1,-33.915695,18.418444,
3,0,,
2,1.225,-9.538,-2.873
0,191,71.0625,7.015625
4,65.26156,,
1,-33.915695,18.418444,
3,0,,
2,1.11,-9.5,-2.988
0,190.71875,71.90625,7
4,68.819115,,
1,-33.915695,18.418444,
3,0,,
2,1.379,-9.538,-2.873
0,190.64063,71.53125,7.03125
4,67.377556,,
1,-33.915695,18.418444,
3,0,,
2,1.187,-9.5,-2.949
0,190.25,71.59375,6.40625
4,69.796036,,
1,-33.915695,18.418444,
3,0,,
2,1.11,-9.538,-2.988
0,189.14063,72.03125,5.578125
4,67.5228,,
1,-33.915695,18.418444,
3,0,,
2,0.919,-9.538,-2.796
0,190.42188,73.234375,6.640625
4,67.59418,,
1,-33.915695,18.418444,
3,0,,
2,0.996,-9.577,-2.528
0,190.54688,72.171875,6.4375
4,67.405045,,
1,-33.915695,18.418444,
3,0,,
2,1.149,-9.462,-2.911
0,191.65625,71.234375,7.40625
4,69.27369,,
1,-33.915695,18.418444,
3,0,,
2,1.11,-9.577,-2.949
0,190.90625,71.28125,6.75
4,70.53114,,
1,-33.915695,18.418444,
3,0,,
2,1.264,-9.5,-2.988
0,190.65625,71.21875,6.5625
4,66.633995,,
1,-33.915695,18.418444,
3,0,,
2,1.034,-9.5,-3.026
0,191.75,71.5,8.015625
4,71.852036,,
1,-33.915695,18.418444,
3,0,,
2,1.762,-9.615,-2.681
0,192.125,74.859375,8.46875
4,67.99717,,
1,-33.915695,18.418444,
3,0,,
2,1.225,-10.228,-1.992
0,187.75,67.828125,3.3125
4,70.347,,
1,-33.915695,18.418444,
3,0,,
2,0.804,-9.308,-4.213
0,194.46875,72.765625,10.5625
4,65.069305,,
1,-33.915695,18.418444,
3,0,,
2,1.379,-9.5,-2.604
0,194.8125,72.3125,11.640625
4,65.343506,,
1,-33.915695,18.418444,
3,0,,
2,1.8,-9.577,-2.221
0,194.625,71.71875,11.078125
4,65.24414,,
1,-33.915695,18.418444,
3,0,,
2,2.03,-9.538,-2.566
0,199.98438,66.359375,15.9375
4,64.90164,,
1,-33.915695,18.418444,
3,0,,
2,1.685,-9.002,-3.715
0,197.64063,71.671875,14.203125
4,69.56526,,
1,-33.915695,18.418444,
3,0,,
2,2.068,-9.385,-1.494
0,189.9375,70.625,5.890625
4,66.8404,,
1,-33.915695,18.418444,
3,0,,
2,1.34,-9.347,-2.911
4,65.596634,,
0,194.8125,72.25,10.65625
1,-33.915695,18.418444,
3,0,,
2,1.915,-9.615,-2.451
0,191.8125,73.84375,8.453125
4,65.87428,,
1,-33.915695,18.418444,
3,0,,
2,1.838,-9.653,-2.298
0,194.67188,72.0625,11.21875
4,65.97548,,
1,-33.915695,18.418444,
3,0,,
2,2.221,-9.462,-2.221
0,192.8125,72.5,8.53125
4,68.235855,,
1,-33.915695,18.418444,
3,0,,
2,1.34,-9.462,-2.758
0,190.8125,72.890625,6.8125
4,65.21436,,
1,-33.915695,18.418444,
3,0,,
2,0.919,-9.577,-2.643
0,186.60938,74.015625,2.359375
4,67.75364,,
1,-33.915695,18.418444,
3,0,,
2,0.383,-9.577,-2.604
0,191.59375,74.25,8.0625
4,71.77841,,
1,-33.915695,18.418444,
3,0,,
2,1.532,-9.73,-2.298
0,189.23438,74.890625,5.578125
4,70.312256,,
1,-33.915695,18.418444,
3,0,,
2,1.149,-9.653,-2.336
0,188.28125,76.015625,4.625
4,62.788998,,
1,-33.915695,18.418444,
3,0,,
2,0.842,-9.692,-2.183
0,189.0625,73.59375,4.84375
4,68.0896,,
1,-33.915695,18.418444,
3,0,,
2,0.574,-9.577,-2.796
0,189.07813,70.125,4.953125
4,67.711845,,
1,-33.915695,18.418444,
3,0,,
2,0.766,-9.385,-3.026
0,189.03125,73.484375,5.046875
4,65.868805,,
1,-33.915695,18.418444,
3,0,,
2,0.881,-9.615,-2.681
0,187.875,74.953125,3.921875
4,65.61625,,
1,-33.915695,18.418444,
3,0,,
2,0.842,-9.692,-2.719
0,187.125,75.546875,3.171875
4,65.26729,,
1,-33.915695,18.418444,
3,0,,
2,0.076,-9.5,-2.375
0,189.85938,75.6875,5.890625
4,65.042175,,
1,-33.915695,18.418444,
3,0,,
2,0.957,-9.347,-2.068
0,184.25,71.71875,-0.15625
4,64.255005,,
1,-33.915695,18.418444,
3,0,,
2,1.264,-9.538,-3.601
0,186.64063,76.28125,2.3125
4,66.215744,,
1,-33.915695,18.418444,
3,0,,
2,0.804,-9.692,-2.183
0,193.34375,75.46875,9.671875
4,63.959694,,
1,-33.915695,18.418444,
3,0,,
2,0.957,-9.998,-2.03
0,192.84375,70.875,9.25
4,68.87462,,
1,-33.915695,18.418444,
3,0,,
2,1.723,-9.615,-3.141
0,192.39063,72.140625,8.65625
4,67.24587,,
1,-33.915695,18.418444,
3,0,,
2,1.187,-9.692,-2.796
0,190.3125,73.953125,6.421875
4,64.94613,,
1,-33.915695,18.418444,
3,0,,
2,0.957,-9.615,-2.604
0,190.53125,73.71875,6.578125
4,63.169838,,
1,-33.915695,18.418444,
3,0,,
2,1.225,-9.615,-2.566
0,190.26563,73.921875,6.25
4,64.66822,,
1,-33.915695,18.418444,
3,0,,
2,0.996,-9.538,-2.566
0,189.65625,73.59375,5.875
4,66.821724,,
1,-33.915695,18.418444,
3,0,,
2,1.072,-9.615,-2.643
0,189.95313,74.6875,6.140625
4,65.38094,,
1,-33.915695,18.418444,
3,0,,
2,1.302,-9.538,-2.183
0,189.29688,76.28125,5.046875
4,65.56362,,
1,-33.915695,18.418444,
3,0,,
2,1.225,-9.653,-2.26
0,190.375,74.625,6.59375
4,65.77965,,
1,-33.915695,18.418444,
3,0,,
2,1.149,-9.615,-2.451
0,191.32813,73.75,7.484375
4,64.67662,,
1,-33.915695,18.418444,
3,0,,
2,1.149,-9.615,-2.451
0,191,74.34375,7.25
4,65.60831,,
1,-33.915695,18.418444,
3,0,,
2,1.34,-9.577,-2.336
0,191.46875,74.265625,7.515625
4,65.96658,,
1,-33.915695,18.418444,
3,0,,
2,1.379,-9.615,-2.413
0,192.14063,73.546875,8.375
4,64.108475,,
1,-33.915695,18.418444,
3,0,,
2,1.532,-9.615,-2.49
0,192.29688,71.078125,8.71875
4,65.09818,,
1,-33.915695,18.418444,
3,0,,
2,1.494,-9.462,-3.026
0,192.45313,71.8125,9.265625
4,66.59111,,
1,-33.915695,18.418444,
3,0,,
2,0.766,-9.768,-2.681
0,188.73438,77.53125,5.28125
4,69.070816,,
1,-33.915695,18.418444,
3,0,,
2,0.727,-9.73,-1.915
0,189.79688,74.203125,6.421875
4,66.34967,,
1,-33.915695,18.418444,
3,0,,
2,1.225,-9.538,-2.719
0,189.57813,73.03125,6.3125
4,64.623184,,
1,-33.915695,18.418444,
3,0,,
2,1.11,-9.577,-2.643
0,189.82813,74.609375,6.34375
4,68.15389,,
1,-33.915695,18.418444,
3,0,,
2,1.264,-9.615,-2.26
0,189.3125,75.234375,5.8125
4,66.54714,,
1,-33.915695,18.418444,
3,0,,
2,1.11,-9.692,-2.911
0,189.5625,72.171875,5.609375
4,68.251274,,
1,-33.915695,18.418444,
3,0,,
2,1.225,-9.653,-2.413
0,189.375,71.921875,5.53125
4,64.91288,,
1,-33.915695,18.418444,
3,0,,
2,0.306,-9.653,-3.486
0,191.8125,74.03125,8.15625
4,69.781136,,
1,-33.915695,18.418444,
3,0,,
2,1.877,-9.577,-2.298
0,192.42188,71.6875,9.046875
4,65.50648,,
1,-33.915695,18.418444,
3,0,,
2,1.57,-9.538,-2.413
0,191.23438,71.625,7.71875
4,67.45282,,
1,-33.915695,18.418444,
3,0,,
2,1.34,-9.5,-3.026
0,191.6875,71.171875,8.25
4,71.99772,,
1,-33.915695,18.418444,
3,0,,
2,1.455,-9.5,-2.873
0,194.875,71.140625,11.265625
4,68.827545,,
1,-33.915695,18.418444,
3,0,,
2,1.417,-9.5,-2.26
0,192.48438,72.015625,8.78125
4,69.73519,,
1,-33.915695,18.418444,
3,0,,
2,1.838,-9.423,-3.294
0,192.75,70.6875,9.453125
4,68.753784,,
1,-33.915695,18.418444,
3,0,,
2,0.459,-9.692,-3.217
0,191.15625,76.84375,7.546875
4,67.345985,,
1,-33.915695,18.418444,
3,0,,
2,1.034,-9.73,-2.604
0,193.42188,69.890625,9.578125
4,69.05999,,
1,-33.915695,18.418444,
3,0,,
2,2.106,-9.079,-2.949
0,192.45313,71.484375,9.078125
4,70.83465,,
1,-33.915695,18.418444,
3,0,,
2,1.417,-9.653,-2.566
0,191.625,72.015625,8.40625
4,68.122375,,
1,-33.915695,18.418444,
3,0,,
2,1.8,-9.347,-3.064
0,193.67188,69.9375,10.546875
4,65.6181,,
1,-33.915695,18.418444,
3,0,,
2,2.221,-9.538,-2.949
0,194.82813,70.828125,11.8125
4,65.44696,,
1,-33.915695,18.418444,
3,0,,
2,1.723,-9.538,-2.643
0,193.20313,70.265625,10.03125
4,68.33506,,
1,-33.915695,18.418444,
3,0,,
2,1.647,-9.462,-3.179
0,193.57813,70.90625,10.40625
4,68.30576,,
1,-33.915695,18.418444,
3,0,,
2,1.685,-9.538,-2.949
0,192,71.671875,8.75
4,65.83435,,
1,-33.915695,18.418444,
3,0,,
2,1.647,-9.5,-2.719
0,192.34375,71.765625,9.078125
4,64.2857,,
1,-33.915695,18.418444,
3,0,,
2,1.225,-9.5,-2.796
0,192.07813,71.921875,9.109375
4,68.75174,,
1,-33.915695,18.418444,
3,0,,
2,1.608,-9.5,-2.643
0,191.90625,71.859375,9.234375
4,70.25846,,
